country,year,gdp_usd,gdp_growth_pct,population,fdi_net_inflows_pct_gdp,manufacturing_pct_gdp,access_to_electricity_pct,electric_power_consumption_kwh_pc,gross_capital_formation_pct_gdp,inflation_pct,total_imports_usd,wage_usd,lpi_score,industry_pct_gdp,"cobalt,_mine",graphite,lithium_minerals,manganese_ore,"nickel,_mine",political_stability_est,control_of_corruption_est,rule_of_law_est,total_disorder_events,acled_covered
Croatia,2022,71198635101.95139,7.28793643206565,3855641.0,5.51610421858619,12.2747222840074,100.0,4475.52041281852,21.6043484001422,10.7805806758686,44438099.99999999,222.27492431116403,3.3,20.0651495635468,0.0,0.0,0.0,0.0,0.0,0.672563254833221,0.147807404398918,0.36779710650444,111,True
Croatia,2023,84393795502.44208,3.30254488086325,3859685.9999999995,3.95990588027565,12.1175556486692,100.0,4475.52041281852,22.4576425827398,7.9412817758683,73495174.99999999,1468.7780032313983,3.3,21.010322389472,0.0,0.0,0.0,0.0,0.0,0.59771203994751,0.181928679347038,0.36060556769371,133,True
Cyprus,2010,25799940077.6075,2.28354499702917,1127816.0,125.272737889578,5.05298588308889,100.0,4523.78756818488,22.3931532844937,2.43004084102254,508232.0,2637.2653993167346,3.13,14.4791152125979,0.0,0.0,0.0,0.0,0.0,0.452444821596146,0.969285845756531,1.2096072435379,0,False
Cyprus,2011,27641547909.7011,0.416712762832276,1146493.0,151.736942516511,4.60055670048582,100.0,4159.64162014072,18.983541959631,3.28944939564211,490182.0,3063.644793239327,3.185,12.7453642913525,0.0,0.0,0.0,0.0,0.0,0.607984483242035,0.859248042106628,1.06531310081482,0,False
Cyprus,2012,25047436974.6819,-3.44738142393619,1165397.0,289.858110901793,4.18997390765357,100.0,3929.991239037,15.4617926757181,2.38905410042317,725564.0,3083.664974182032,3.24,11.7579854336711,0.0,0.0,0.0,0.0,0.0,0.635126054286957,1.24330234527588,1.09355938434601,0,False
Cyprus,2013,23959712860.8331,-6.58747695700073,1183895.0,108.090316098148,3.88480353979907,100.0,3466.52363596434,14.0795248605542,-0.399357676464426,655822.012,3096.217678698857,3.1202885,10.7492783120679,0.0,0.0,0.0,0.0,0.0,0.563347160816193,1.23852777481079,1.02995848655701,0,False
Cyprus,2014,23225918259.9824,-1.77606181111089,1201801.0,233.165753265091,4.07749354093701,100.0,3475.61701146862,13.3043398828757,-1.35498885446315,716115.1789999999,2666.7846484030856,3.000577,9.97287676875997,0.0,0.0,0.0,0.0,0.0,0.551882088184357,1.07067537307739,1.07471680641174,0,False
Cyprus,2015,19909278416.8575,3.41892299033393,1219502.0,137.220682764776,4.26012306069838,100.0,3541.60960785632,12.832999139051,-2.0969976905311,885030.7819999998,2441.1879853914047,2.999819,10.1909463210663,0.0,0.0,0.0,0.0,0.0,0.542449116706848,0.971173226833344,1.01026701927185,0,False
Cyprus,2016,21046462280.5979,6.57359100513114,1237112.0,15.8272269765313,4.57051335723455,100.0,3737.73756943591,18.0346280830739,-1.42916666666665,867520.8369999999,2296.5339505284737,2.999061,10.836514879496,0.0,0.0,0.0,0.0,0.0,0.593786835670471,0.789454460144043,0.693160891532898,0,False
Cyprus,2017,22946570628.7576,5.75083246014417,1254275.0,184.054282581805,4.89209027649162,100.0,3807.7774012876,20.7947375308198,0.531766496174467,1530539.2659999996,2084.6458621882575,3.0745305,11.3472324007128,0.0,0.0,0.0,0.0,0.0,0.530974149703979,0.746647298336029,0.854454517364502,0,False
Cyprus,2018,25754001367.5448,6.27166730438427,1270737.0000000002,307.086731038446,5.29758788521149,100.0,3857.60389443292,18.5806193226431,1.43549119531759,1372174.0709999998,2306.9816444023104,3.15,12.0224270287232,0.0,0.0,0.0,0.0,0.0,0.48454225063324,0.607749342918396,0.72105348110199,98,True
Cyprus,2019,26196667099.5303,5.87559123003267,1286671.0000000002,431.788470101997,5.40632833314545,100.0,3853.35489802755,18.6839206808435,0.250370996758493,1918212.2379999997,2139.2564560862324,3.1625,12.7890118881986,0.0,0.0,0.0,0.0,0.0,0.54459822177887,0.598950326442719,0.726727247238159,192,True
Cyprus,2020,25555093854.2968,-3.22063433575047,1302247.0000000002,-296.013199232631,5.63141765322206,100.0,3540.03503175665,20.8183845649063,-0.638422797978959,2152291.3209999995,2445.2682554521048,3.175,12.8234844954585,0.0,0.0,0.0,0.0,0.0,0.288777649402618,0.349943220615387,0.547239065170288,247,True
Cyprus,2021,30372874319.628506,11.3877633552,1317309.0000000005,15.0481320441086,4.98799400297888,100.0,3716.66784330783,19.2169861756288,2.44608867175474,2905860.4739999995,2556.661129356548,3.1875,11.4803600907365,0.0,0.0,0.0,0.0,0.0,0.422150671482086,0.369423598051071,0.605679333209991,349,True
Cyprus,2022,30976176886.852104,7.36562252428676,1331370.0000000005,52.8356532225896,4.30854304064143,100.0,3848.66716239663,19.8933386674425,8.39548297993334,4345554.704999999,2409.884959587558,3.2,10.3157797831982,0.0,0.0,0.0,0.0,0.0,0.423811227083206,0.421445220708847,0.570125758647919,427,True
Cyprus,2023,33886930712.33941,2.61190090914745,1344976.0000000005,-10.5140314813444,4.34745525915788,100.0,3848.66716239663,21.2484631057146,3.54134188751663,4298673.143999999,2718.0865880745578,3.2,10.4941708818085,0.0,0.0,0.0,0.0,0.0,0.409627169370651,0.332707405090332,0.628040313720703,289,True
Czechia,2010,211168667286.27,2.71466511501851,10474410.0,4.81502985527423,20.6982379160476,100.0,6347.75610273037,26.5219620764145,1.47272727272722,12630236.0,56.24902805230846,3.51,32.7825374564339,0.0,0.0,0.0,0.0,0.0,0.989233732223511,0.384590119123459,0.930919170379639,0,False
Czechia,2011,231429378717.312,1.77238083691023,10496088.0,1.80994155301699,21.8643072456478,100.0,6290.72469666794,26.098348006461,1.9172191363555,23214325.0,65.62954730611098,3.325,33.3153047782183,0.0,0.0,0.0,0.0,0.0,1.10911762714386,0.383604437112808,1.0174971818924,0,False
Czechia,2012,210363223087.728,-0.770668176495519,10510785.0,4.48424380759869,21.7136033387837,100.0,6289.8251652945,25.3751105408769,3.28762306610411,75924003.0,63.20265611033073,3.14,32.6118775656289,0.0,0.0,0.0,0.0,0.0,1.05410611629486,0.310179650783539,1.02260160446167,0,False
Czechia,2013,213024360541.119,-0.0418124078092319,10514272.0,3.45386726376292,21.7617319791193,100.0,6270.33426565339,24.7753723844816,1.4382978723404,82695275.0,61.73811886036451,3.316208,32.3750644937133,0.0,0.0,0.0,0.0,0.0,1.08477854728699,0.299111813306808,1.02387058734894,0,False
Czechia,2014,210911285077.683,2.24521218606488,10525347.0,3.83510153423089,23.4691665652122,100.0,6270.67212130868,24.7408229025596,0.343988589646794,110740192.0,57.49449596531374,3.492416,33.5256056944841,0.0,0.0,0.0,0.0,0.0,0.989990472793579,0.429756611585617,1.13887214660645,0,False
Czechia,2015,189107698561.919,4.95875849031782,10546059.0,0.898913491904098,23.7339506123741,100.0,6382.47899049304,25.6764620589865,0.309364548494975,126158519.99999999,47.90434473296407,3.5833625,33.515061761941,0.0,0.0,0.0,0.0,0.0,0.970251083374023,0.46791335940361,1.10708737373352,0,False
Czechia,2016,198160659303.939,2.58087014675783,10566332.0,5.47566421423918,23.7610958428917,100.0,6459.66831252321,24.3093476604522,0.683504209385703,141679844.0,50.91617197276307,3.674309,33.0261220764687,0.0,0.0,0.0,0.0,0.0,0.963384211063385,0.555945515632629,0.988326966762543,0,False
Czechia,2017,221563575696.217,5.17356528805017,10594438.0,5.07066240955503,23.1824532218752,100.0,6573.73236787076,23.7274064051355,2.4505339846014,163328850.0,55.14337863080902,3.6771545000000003,32.2345069182507,0.0,0.0,0.0,0.0,0.0,0.990650773048401,0.568141341209412,1.08858931064606,0,False
Czechia,2018,251992360762.23596,2.83030589412112,10629927.999999998,3.30353998283407,22.3060378872535,100.0,6572.10472168767,24.8456610600914,2.14949494949493,201884626.0,66.23002849374316,3.68,31.2449402120943,0.0,0.0,0.0,0.0,0.0,1.0264128446579,0.509728491306305,1.01980626583099,0,False
Czechia,2019,256794209028.77,3.56577657204843,10671869.999999998,4.18705737619005,22.1266766165116,100.0,6525.47304268137,25.7720455320028,2.8478759591805,288500477.0,70.73017257355907,3.585,30.8172927602906,0.0,0.0,0.0,0.0,0.0,0.941995680332184,0.533485949039459,1.01709353923798,0,False
Czechia,2020,251109660602.536,-5.30487954551279,10697857.999999998,3.39114066226469,20.7968233716829,100.0,6286.67907164219,25.5353602874792,3.16129528497801,801486539.0,75.41736948115596,3.49,29.6728490106408,0.0,0.0,0.0,0.0,0.0,0.912328004837036,0.55544102191925,1.01845061779022,224,True
Czechia,2021,290972714482.313,4.02901830633854,10505771.999999998,4.430295245862,19.640981617073,100.0,6690.60779160256,26.2369575229222,3.83984491500146,1730735252.0000002,78.70725537983674,3.395,28.5164055991395,0.0,0.0,0.0,0.0,0.0,0.947537839412689,0.615270674228668,1.09040725231171,259,True
Czechia,2022,301831228325.556,2.84717065717149,10672117.999999996,3.02937517288668,19.3950613571424,100.0,6362.84194009099,27.6877651111963,15.1001651468371,3707875825.0000005,81.16008048978892,3.3,29.2185730464326,0.0,0.0,0.0,0.0,0.0,0.814114570617676,0.663074553012848,1.1003965139389,303,True
Czechia,2023,343207874553.7341,-0.085330275927376,10864041.999999996,2.39661010400587,20.0170714742962,100.0,5987.64253672804,27.3007473725011,10.6612601372426,5247045330.000001,96.14618379214436,3.3,30.4223358832913,0.0,0.0,0.0,0.0,0.0,0.967361629009247,0.767809867858887,1.14218366146088,242,True
Denmark,2010,322345594075.47,1.58289702078196,5547683.0,-3.56794135328118,10.8767726929647,100.0,6327.50645629896,17.9939144621449,2.31092436974789,15423201.0,709.9028729168796,3.85,19.3679354644121,0.0,0.0,0.0,0.0,0.0,1.04096102714539,2.35235905647278,1.89844179153442,0,False
Denmark,2011,344315595263.175,1.31080377939614,5570571.999999999,3.93792637361734,10.9708435050042,100.0,6165.97361994424,18.1475309529928,2.7586822605125,18953711.0,815.5504298162035,3.9349999999999996,19.8459237938884,0.0,0.0,0.0,0.0,0.0,1.10029304027557,2.39288401603699,1.91979134082794,0,False
Denmark,2012,326792574244.963,-0.0054323186932663,5591571.999999999,-5.00312031968255,11.208563455152,100.0,6038.37346635257,18.7986435638088,2.3979148566464,32110150.0,776.9258534150587,4.02,19.8506421545794,0.0,0.0,0.0,0.0,0.0,0.914910674095154,2.3824622631073,1.87506687641144,0,False
Denmark,2013,344631016965.12,1.39267347017295,5614932.0,0.197410828523168,11.7998537089519,100.0,6039.25390369821,18.8065381186482,0.789071780078062,26397028.0,806.297843324131,3.9012599999999997,19.734359858156,0.0,0.0,0.0,0.0,0.0,0.959233462810516,2.39937782287598,1.90228533744812,0,False
Denmark,2014,352832602064.452,1.27799979380644,5643475.000000001,1.86415567840611,11.8293905304366,100.0,5858.97873207554,19.334256991948,0.56402054044954,30134422.0,822.8542411536218,3.78252,19.4044479337978,0.0,0.0,0.0,0.0,0.0,0.951779723167419,2.25215744972229,2.10073828697205,0,False
Denmark,2015,301758922337.637,2.10441458712587,5683483.000000001,0.61075067778712,12.484534308925,100.0,5821.60622280387,19.8029126025869,0.452034153691575,33835295.0,697.1035892148868,3.799157,19.5644428511085,0.0,0.0,0.0,0.0,0.0,0.887059271335602,2.18585419654846,2.01513481140137,0,False
Denmark,2016,312181849372.233,3.07304547479855,5728010.0,2.49983169836595,12.9401692109791,100.0,5887.38497314076,20.9848820610106,0.250000000000031,44795338.601,722.4733439734623,3.815794,20.2319629319966,0.0,0.0,0.0,0.0,0.0,0.852912425994873,2.20300269126892,1.88294720649719,0,False
Denmark,2017,331610593961.988,3.05647724393516,5764980.0,1.08780490285887,13.0145483841175,100.0,5885.01607984763,21.2303828701723,1.14713216957602,66748141.847,768.27106577105,3.9028970000000003,20.4236252284711,0.0,0.0,0.0,0.0,0.0,0.854937553405762,2.190749168396,1.80426836013794,0,False
Denmark,2018,355293374912.393,1.86000748885226,5793636.0,2.46670057625106,13.0043275494945,100.0,5783.24216433342,21.7629454283236,0.813609467455631,114154051.48,808.5528473675564,3.99,20.5755636281273,0.0,0.0,0.0,0.0,0.0,0.931982338428497,2.15699577331543,1.77322614192963,0,False
Denmark,2019,345401473012.615,1.7114009439059,5814421.999999999,-1.10067098319484,13.4024278659202,100.0,5755.1722252014,21.3534089903591,0.75813157251162,81274167.047,816.2176435683187,4.0175,20.6402200527554,0.0,0.0,0.0,0.0,0.0,0.967598736286163,2.12164855003357,1.83337736129761,0,False
Denmark,2020,355631021931.62103,-1.7801059882175,5831403.999999999,0.36387453868222,12.8371087335606,100.0,5690.91079952615,22.1844244807288,0.420711974110115,89964999.28,905.8580135487508,4.045,19.5550544065806,0.0,0.0,0.0,0.0,0.0,0.920233726501465,2.23648619651794,1.80679368972778,596,True
Denmark,2021,408378204639.9991,7.38206628977555,5856732.999999999,4.16214345185472,12.7397805270337,100.0,6160.08959261076,22.5247698396368,1.8530454398968,151456062.928,996.3704991145272,4.0725,19.796771565732,0.0,0.0,0.0,0.0,0.0,0.928662657737732,2.33337140083313,1.89572131633759,835,True
Denmark,2022,401945576107.9631,1.54017310709567,5903036.999999998,7.66793351091879,12.8347347008005,100.0,5870.02927476145,22.8143333225406,7.6965669988926,172668296.88300002,914.1787974169556,4.1,20.8355183946708,0.0,0.0,0.0,0.0,0.0,0.86891770362854,2.40263819694519,1.8995805978775,375,True
Denmark,2023,407091920305.404,2.49518433148894,5946951.999999997,1.12428584664882,15.9590122423,100.0,5929.08770745081,22.5710527819709,3.30517811237606,198012563.953,954.046552534162,4.1,23.4885652894018,0.0,0.0,0.0,0.0,0.0,0.850847959518433,2.37605309486389,1.90893590450287,511,True
Dominican Republic,2010,53860187257.9593,8.33965105962218,9820175.0,3.37949066400807,15.2691172470205,98.1,1298.6530280774,25.1968994875835,6.32993220146146,390500.0,314.04587980624115,2.82,27.9233936099573,0.0,0.0,0.0,0.0,0.0,-0.0449540354311466,-0.883080899715424,-0.855494201183319,0,False
Dominican Republic,2011,58029773599.45501,3.13342300326755,9945621.0,3.7868491701657,15.0723772029499,97.9,1373.77042620064,24.7410705798353,5.79676809206533,1211509.0,301.31781892006416,2.76,28.3955428840411,0.0,0.0,0.0,0.0,13528.0,-0.0004818502056878,-0.844827234745026,-0.808169066905975,0,False
Dominican Republic,2012,60681535652.53731,2.71736789670562,10070411.0,5.62922471105454,14.9930449195303,97.9,1457.63663469147,24.080045126365,3.69449707884777,850621.0,300.32135428166333,2.7,28.420258514694,0.0,0.0,0.0,0.0,15186.0,0.252366811037064,-0.897264659404755,-0.716865837574005,0,False
Dominican Republic,2013,62682159338.03541,4.87520509332271,10193833.0,2.55240090146222,14.5916649127864,98.4,1511.40400279267,22.3136764113647,4.830950967408,961821.0,298.1787072143329,2.7802755,29.2489335693787,0.0,0.0,0.0,0.0,9355.0,0.207428693771362,-0.912038087844849,-0.534985601902008,0,False
Dominican Republic,2014,67179955677.279106,7.05046368965911,10315528.0,3.55061264323925,14.5465271819258,98.5,1452.76131284797,22.78036726306,2.99864226125219,776558.7549999999,317.5607569079918,2.860551,29.7690586812,0.0,0.0,0.0,0.0,0.0,0.145934492349625,-0.842135190963745,-0.383904725313187,0,False
Dominican Republic,2015,71164826836.5281,6.9270187716221,10434829.0,3.12977646262852,14.7024478987904,98.6,1497.38917619062,23.255768700902,0.836746346724557,926302.8120000002,261.87195707615695,2.7439155,28.4963681779993,0.0,0.0,0.0,0.0,0.0,0.227570921182632,-0.873729884624481,-0.529519259929657,0,False
Dominican Republic,2016,75704647877.6559,6.65920026269582,10551430.0,3.32357400838347,14.4187978831375,98.9,1542.72927934887,22.9451477639448,1.61416607245223,2221399.379,281.5076421428441,2.62728,27.5780873614009,0.0,0.0,0.0,0.0,9913.0,0.241259410977364,-0.810472190380096,-0.394124180078506,0,False
Dominican Republic,2017,79998046305.79,4.66670467732366,10666843.0,4.49748483387599,14.0958654446311,100.0,1552.84932945952,23.7302591559707,3.27955694678546,1251808.9430000004,281.04048328256187,2.64364,28.0687739986086,0.0,0.0,0.0,0.0,15632.0,0.152073904871941,-0.787598609924316,-0.428010761737823,0,False
Dominican Republic,2018,85555390139.118,6.98252758458058,10782053.0,3.20786334506486,14.1355343158034,98.9,1586.15432515496,25.7809571756348,3.56443426013508,1168767.0400000005,292.70404142078655,2.66,28.8112847763176,0.0,0.0,0.0,0.0,19214.0,0.012300387956202,-0.830888628959656,-0.365240544080734,101,True
Dominican Republic,2019,88941372558.2397,5.05216802016253,10894043.0,3.1809718229246,13.7588029065707,99.0,1693.58611857875,26.7738566236108,1.81060377042959,4251800.940000002,298.04523292864167,2.645,29.0773366472454,0.0,0.0,0.0,0.0,28450.0,-0.003112269565463,-0.838990390300751,-0.320300966501236,47,True
Dominican Republic,2020,78844656298.1776,-6.72023937283404,11008299.999999998,3.12082025025819,14.4450594216924,100.0,1541.29157090559,27.3456698521227,3.78103179915517,5302579.460000003,311.6446074153048,2.63,30.2824717113219,0.0,0.0,0.0,0.0,22005.0,0.164981201291084,-0.750963449478149,-0.171013608574867,80,True
Dominican Republic,2021,94243425938.3647,12.2719902347896,11123475.999999998,3.55430627298153,15.1598899852978,98.1,1714.48205578904,30.993468397465,8.24300347981809,4025917.543000002,350.51339729767574,2.615,32.6621209293127,0.0,0.0,0.0,0.0,27848.0,0.287386029958725,-0.590438902378082,-0.11635073274374,61,True
Dominican Republic,2022,113537368176.13,4.85832403582451,11230733.999999998,3.56710752156703,14.9152835659177,98.1,1716.80675546229,33.177876409041,8.81109209279587,9878686.622000005,420.4091964855544,2.6,33.0696648664408,0.0,0.0,0.0,0.0,29223.0,0.249287635087967,-0.439807772636414,-0.0933533534407616,141,True
Dominican Republic,2023,121444279313.93098,2.36061568723294,11331264.999999998,3.91167046059046,13.7450300015722,99.6,1716.80675546229,32.2169733447351,4.78561281021135,11809547.074000005,438.9194338789407,2.6,31.1386885672813,0.0,0.0,0.0,0.0,0.0,0.239014014601707,-0.449474930763245,-0.128592282533646,121,True
Ecuador,2010,68151329000.0,4.02913787986621,15076695.0,0.243419054034351,13.4157104992039,97.5,1100.50644388575,19.7127718521821,3.55437734567843,1430643.0,322.562,2.77,33.9061751825852,0.0,0.0,0.0,0.0,0.0,-0.586674451828003,-0.707744359970093,-1.14322912693024,0,False
Ecuador,2011,78986648000.0,8.48147656332823,15326226.999999998,0.817966548837348,12.8501503190767,96.9,1164.40921826357,20.9410177780933,4.4745326579584,1412879.0,359.737,2.7649999999999997,37.4057005178901,0.0,0.0,0.0,0.0,0.0,-0.686557531356812,-0.641708135604858,-1.14428532123566,0,False
Ecuador,2012,87735048000.0,5.783212336172,15572193.999999996,0.646739602691481,12.5996773832049,97.2,1254.41540222271,22.1395923781794,5.10172180958666,1197986.0,392.144,2.76,37.0917503800762,0.0,0.0,0.0,0.0,0.0,-0.570306479930878,-0.508597850799561,-1.06392514705658,0,False
Ecuador,2013,96570334000.0,7.21123653679159,15807127.999999996,0.752903273859877,12.2611805401854,98.0,1297.45264288364,23.9253464733797,2.72177577710371,1106252.0,433.122,2.735493,36.8322936524171,0.0,0.0,0.0,0.0,0.0,-0.178656712174416,-0.502911984920502,-0.870363593101501,0,False
Ecuador,2014,102717794000.0,4.22606520388456,16035123.999999996,0.751953401658059,13.1351000392395,99.0,1367.6850893077,23.4838892665471,3.58922016616663,2682977.0,471.296,2.710986,35.7119955282529,0.0,0.0,0.0,0.0,0.0,-0.0185332093387842,-0.741118490695953,-0.970792293548584,0,False
Ecuador,2015,97209558000.0,0.119692109287612,16266224.999999994,1.36067004574538,14.2997317197965,98.8,1418.39916760035,22.5415046121288,3.96664623255358,3095656.0,480.333,2.7450335,28.0900423392523,0.0,0.0,0.0,0.0,0.0,-0.147344976663589,-0.672376871109009,-0.956418454647064,0,False
Ecuador,2016,97671433000.0,-0.687954245877947,16505138.999999993,0.782343254984535,14.5926588381272,98.7,1423.43545243697,20.7148337835895,1.72826463324533,2259411.0,487.425,2.779081,27.5339637947157,0.0,0.0,0.0,0.0,0.0,-0.0917104333639145,-0.68079274892807,-0.649083614349365,0,False
Ecuador,2017,104467486000.00002,5.97039880954841,16759518.999999993,0.603839947157529,13.9316523803397,99.2,1451.29463441045,21.4612286161457,0.417335588666825,3082670.1399999997,477.169,2.8295405000000002,28.4680086969835,0.0,0.0,0.0,0.0,0.0,-0.0789320766925812,-0.626104652881622,-0.718140542507172,0,False
Ecuador,2018,107478962000.00002,1.044295546927,17049546.999999993,1.29233827466646,13.3663079105658,98.7,1484.555572063,20.9884219015811,-0.224103246005552,4252158.446,528.12,2.88,28.0147495283775,0.0,0.0,0.0,0.0,0.0,-0.0947211682796478,-0.629500389099121,-0.663264274597168,180,True
Ecuador,2019,107595829000.00002,0.165403532646692,17340020.999999993,0.910473487074509,12.6784849624608,99.1,1510.09044337374,20.6549289192242,0.266012515466155,4731492.534,520.016,2.88,26.6504605861627,0.0,0.0,0.0,0.0,0.0,-0.238217756152153,-0.509275019168854,-0.542950987815857,415,True
Ecuador,2020,95865472000.00002,-9.24509637743429,17546064.999999993,1.1535956353128,12.9418128771118,98.9,1467.10957699062,17.9954426135825,-0.338872392562139,3678194.804,467.187,2.88,23.9811347301352,0.0,0.0,0.0,0.0,0.0,-0.270243227481842,-0.504086554050446,-0.540949642658234,437,True
Ecuador,2021,107435101000.00003,9.818417748417,17682453.999999993,0.603815833827799,13.1505558876889,100.0,1549.95454816396,19.0749231947946,0.133251386096389,7038990.798,489.172,2.88,27.4363822676538,0.0,0.0,0.0,0.0,0.0,-0.25738736987114,-0.59461385011673,-0.354992210865021,527,True
Ecuador,2022,116586079000.00005,6.18613907258741,17823896.999999993,0.756627044237003,12.9447204412801,100.0,1589.2708536186,20.128399720862,3.46616972213077,8027828.6,531.565,2.88,29.2119799311546,0.0,0.0,0.0,0.0,0.0,-0.37122431397438,-0.63026487827301,-0.620780825614929,1432,True
Ecuador,2023,118844826000.00005,2.35521790742197,17980082.999999993,0.344526861037424,12.4461143979461,98.7,1589.2708536186,19.6529068922193,2.21568764237058,13714170.499999998,522.142,2.88,26.8571330147768,0.0,0.0,0.0,0.0,0.0,-0.338139981031418,-0.647337436676025,-0.957790791988373,2951,True
"Egypt, Arab Rep.",2010,218983666061.706,5.1472348575531,89196072.0,2.91601657550141,16.102270843693,99.4,1611.5507866759,19.2110061329355,11.2651882653185,3948911.0,148.20285659430542,2.61,35.7845184816841,0.0,0.0,0.0,37194.0,0.0,-0.898418307304382,-0.596871852874756,-0.174863860011101,120,True
"Egypt, Arab Rep.",2011,235989672977.625,1.7645719489982,91093059.0,-0.204542848807527,15.7671942236161,99.4,1558.76859948243,16.7092115819415,10.0649259874818,7297699.0,164.56301402092177,2.795,35.9517175990081,0.0,0.0,0.0,62388.0,0.0,-1.43705701828003,-0.633263945579529,-0.483893096446991,1481,True
"Egypt, Arab Rep.",2012,279116666666.667,2.22619979863525,93161001.0,1.00234071774049,16.1654665564441,99.7,1561.98407528919,14.6951692840509,7.11172943343083,11920381.0,197.3382576951181,2.98,39.2513024258846,0.0,0.0,0.0,40000.0,0.0,-1.43632972240448,-0.579664349555969,-0.536399841308594,403,True
"Egypt, Arab Rep.",2013,288434108527.132,2.18546605362143,95333553.0,1.45343420769727,16.6083799182971,99.9,1504.47555437276,12.9864545259084,9.46971981064921,12726893.999999998,200.72660318107225,3.0483213333333334,39.8869573974657,0.0,0.0,0.0,31325.0,0.0,-1.63883090019226,-0.614102065563202,-0.73585569858551,2342,True
"Egypt, Arab Rep.",2015,329366576819.407,4.37201907790141,99597342.0,2.10258128401326,16.6974449068966,99.3,1566.62815359069,13.6544048447154,10.370490343517,6846532.117999999,230.87028455465145,3.1166426666666665,36.6302015379086,0.0,0.0,0.0,0.0,0.0,-1.49933218955994,-0.600906729698181,-0.601831138134003,1126,True
"Egypt, Arab Rep.",2016,332441717791.411,4.34664345555447,101644589.0,2.43856278142762,16.8413269293155,100.0,1478.6719241887,14.4681479294309,13.813606214829,9065258.825999998,191.22627019462504,3.184964,32.4559535988041,0.0,0.0,0.0,0.0,0.0,-1.43972682952881,-0.590893149375916,-0.477475792169571,712,True
"Egypt, Arab Rep.",2017,248362771739.13,4.18122099994778,103696057.0,2.98301550917695,16.5935206577446,100.0,1564.64001326492,14.7241445334938,29.5066083940039,12996752.281999996,116.38847739253634,3.0024819999999997,34.3958680933773,0.0,0.0,0.0,124794.0,0.0,-1.42964589595795,-0.495982348918915,-0.448036134243011,560,True
"Egypt, Arab Rep.",2018,262588632526.73,5.3311086189448,105682094.0,3.10040077579187,16.3508895794126,100.0,1557.3593763197,16.4930778792165,14.4014657807422,16575876.974999996,123.44082569324522,2.82,35.32987502651,0.0,0.0,0.0,120000.0,0.0,-1.18812155723572,-0.514722347259521,-0.301445573568344,463,True
"Egypt, Arab Rep.",2019,318678815489.749,5.55209307156956,107553158.0,2.82732944960686,15.9882989921372,100.0,1509.6999755228,18.1719085060758,9.15279959324804,20468531.073999997,146.25014343445943,2.8899999999999997,35.8254243818749,0.0,0.0,0.0,120000.0,0.0,-1.12463080883026,-0.655317544937134,-0.332123339176178,650,True
"Egypt, Arab Rep.",2020,383817841547.099,3.55016483786838,109315124.0,1.52462948997172,16.3804559942138,100.0,1431.10115302984,14.1354874362058,5.04493288977539,17162667.926999997,164.58274896247562,2.96,32.3694440960636,0.0,0.0,0.0,100000.0,0.0,-1.18193280696869,-0.810433626174927,-0.317483067512512,624,True
"Egypt, Arab Rep.",2021,424671765455.704,3.29064601202211,110957008.0,1.20617861055665,15.485283900665,100.0,1445.03716250171,13.2445858534316,5.21404940513043,39832069.09999999,176.1035633160434,3.0300000000000002,31.1876357692741,0.0,0.0,0.0,90000.0,0.0,-1.0328643321991,-0.70594334602356,-0.260645717382431,301,True
"Egypt, Arab Rep.",2022,476747720364.742,6.58784560886967,112618250.0,2.39118080969079,15.970532299399,100.0,1432.91162844388,15.2068855594517,13.8956609775178,71546448.44599997,162.08526745441966,3.1,32.7114314706066,0.0,0.0,0.0,90000.0,0.0,-0.978700578212738,-0.678962171077728,-0.26560452580452,240,True
"Egypt, Arab Rep.",2023,396002496996.96,3.75870055176806,114535772.0,2.48498433081233,14.8996245518332,100.0,1432.91162844388,11.5167718478665,33.8847763115546,69600381.84799998,118.40455874966275,3.1,32.1190419225224,0.0,0.0,0.0,0.0,0.0,-0.866764307022095,-0.747790396213531,-0.184178426861763,198,True
El Salvador,2010,18447920000.0,2.15419536693635,6068249.0,-0.613406192808094,16.1409524759431,91.6,873.398570164145,14.7530995364247,1.17933576873673,311155.64,257.3,2.67,25.2759118643186,0.0,0.0,0.0,0.0,0.0,0.0588422268629074,-0.258609384298325,-0.865749895572662,0,False
El Salvador,2011,20283780000.0,3.77358499834686,6090127.000000001,0.603930846788838,16.246774516387,92.6,898.010829659217,16.2875460096688,5.1289237668161,351809.95,262.92,2.635,26.1954132809565,0.0,0.0,0.0,0.0,0.0,0.111001193523407,-0.247806414961815,-0.751709401607513,0,False
El Salvador,2012,21386150000.0,2.88770010188691,6113975.000000001,2.01123945886672,16.1734112965634,93.7,934.25308412285,16.5962082936854,1.72973481581383,565383.91,282.651,2.6,26.589358065851,0.0,0.0,0.0,0.0,0.0,0.234583973884583,-0.41251277923584,-0.728603363037109,0,False
El Salvador,2013,21990960000.0,2.18295232499635,6138839.000000001,1.11490857279595,15.9772924874585,95.0,978.849583773088,17.5342504374525,0.757669184522973,755732.96,282.116,2.7802335,26.1216427113687,0.0,0.0,0.0,0.0,0.0,-0.0336589030921459,-0.349343955516815,-0.637214183807373,0,False
El Salvador,2014,22593470000.000004,1.7293998423459,6162955.000000001,2.2408951362935,16.0762379572505,95.1,976.966406537124,15.4447723169571,1.14134467538233,1132647.88,282.675,2.960467,26.0135339989829,0.0,0.0,0.0,0.0,0.0,-0.0245900042355061,-0.375204563140869,-0.469334870576859,0,False
